val, 494569, count, 1
val, 264977, count, 1
val, 183821, count, 1
val, 141886, count, 1
val, 115948, count, 1
val, 98929, count, 1
val, 85474, count, 1
val, 76418, count, 1
val, 68277, count, 1
val, 62227, count, 1
val, 56985, count, 1
val, 52600, count, 1
val, 49056, count, 1
val, 46053, count, 1
val, 42990, count, 1
val, 40448, count, 1
val, 39030, count, 1
val, 36656, count, 1
val, 34734, count, 1
val, 33130, count, 1
val, 32204, count, 1
val, 30551, count, 1
val, 29425, count, 1
val, 28318, count, 1
val, 27220, count, 1
val, 26518, count, 1
val, 25511, count, 1
val, 24561, count, 1
val, 23947, count, 1
val, 23272, count, 1
val, 22568, count, 1
val, 21503, count, 1
val, 21316, count, 1
val, 20390, count, 1
val, 20319, count, 1
val, 19758, count, 1
val, 18934, count, 1
val, 18573, count, 1
val, 18258, count, 1
val, 17929, count, 1
val, 17419, count, 1
val, 17024, count, 1
val, 16703, count, 1
val, 16441, count, 1
val, 15987, count, 1
val, 15893, count, 1
val, 15235, count, 1
val, 15065, count, 1
val, 14856, count, 1
val, 14660, count, 1
val, 14306, count, 1
val, 14098, count, 1
val, 13951, count, 1
val, 13567, count, 1
val, 13415, count, 1
val, 13255, count, 1
val, 12793, count, 1
val, 12746, count, 1
val, 12294, count, 1
val, 12288, count, 1
val, 12166, count, 1
val, 12036, count, 1
val, 11819, count, 1
val, 11708, count, 1
val, 11566, count, 1
val, 11352, count, 1
val, 11228, count, 1
val, 10990, count, 1
val, 10879, count, 1
val, 10822, count, 1
val, 10577, count, 1
val, 10542, count, 1
val, 10449, count, 1
val, 10269, count, 1
val, 10216, count, 1
val, 10055, count, 1
val, 9911, count, 1
val, 9672, count, 1
val, 9585, count, 1
val, 9577, count, 1
val, 9392, count, 1
val, 9332, count, 1
val, 9163, count, 1
val, 9033, count, 1
val, 8973, count, 1
val, 8804, count, 1
val, 8798, count, 1
val, 8766, count, 1
val, 8726, count, 1
val, 8611, count, 1
val, 8492, count, 1
val, 8330, count, 1
val, 8257, count, 1
val, 8222, count, 1
val, 8006, count, 1
val, 7993, count, 1
val, 7943, count, 1
val, 7849, count, 1
val, 7806, count, 1
val, 7696, count, 1
val, 7615, count, 1
val, 7559, count, 1
val, 7538, count, 1
val, 7526, count, 1
val, 7404, count, 1
val, 7398, count, 1
val, 7342, count, 1
val, 7305, count, 1
val, 7295, count, 1
val, 7128, count, 1
val, 7112, count, 1
val, 7109, count, 1
val, 7080, count, 1
val, 7073, count, 1
val, 6830, count, 1
val, 6754, count, 1
val, 6702, count, 1
val, 6614, count, 1
val, 6613, count, 1
val, 6582, count, 1
val, 6581, count, 1
val, 6572, count, 1
val, 6557, count, 1
val, 6419, count, 1
val, 6407, count, 1
val, 6399, count, 1
val, 6386, count, 1
val, 6343, count, 1
val, 6128, count, 1
val, 6047, count, 1
val, 6023, count, 1
val, 6001, count, 1
val, 5986, count, 1
val, 5971, count, 1
val, 5910, count, 1
val, 5817, count, 1
val, 5810, count, 1
val, 5780, count, 1
val, 5768, count, 1
val, 5742, count, 1
val, 5727, count, 1
val, 5676, count, 1
val, 5667, count, 1
val, 5611, count, 2
val, 5603, count, 1
val, 5516, count, 1
val, 5398, count, 1
val, 5352, count, 1
val, 5342, count, 1
val, 5317, count, 1
val, 5296, count, 1
val, 5293, count, 1
val, 5201, count, 1
val, 5199, count, 1
val, 5149, count, 1
val, 5146, count, 1
val, 5114, count, 1
val, 5069, count, 1
val, 5066, count, 1
val, 5065, count, 1
val, 5047, count, 1
val, 4944, count, 1
val, 4891, count, 1
val, 4890, count, 1
val, 4885, count, 1
val, 4862, count, 1
val, 4852, count, 1
val, 4802, count, 1
val, 4795, count, 1
val, 4737, count, 1
val, 4735, count, 1
val, 4728, count, 1
val, 4722, count, 1
val, 4716, count, 1
val, 4705, count, 1
val, 4654, count, 1
val, 4642, count, 1
val, 4611, count, 1
val, 4610, count, 1
val, 4570, count, 1
val, 4505, count, 1
val, 4472, count, 1
val, 4459, count, 1
val, 4402, count, 1
val, 4370, count, 1
val, 4344, count, 1
val, 4318, count, 1
val, 4287, count, 1
val, 4269, count, 1
val, 4262, count, 1
val, 4260, count, 1
val, 4248, count, 1
val, 4240, count, 1
val, 4228, count, 1
val, 4182, count, 1
val, 4121, count, 1
val, 4119, count, 1
val, 4081, count, 1
val, 4066, count, 1
val, 4060, count, 1
val, 3981, count, 1
val, 3972, count, 1
val, 3963, count, 1
val, 3952, count, 1
val, 3938, count, 1
val, 3902, count, 1
val, 3881, count, 1
val, 3869, count, 1
val, 3836, count, 2
val, 3828, count, 1
val, 3820, count, 1
val, 3811, count, 1
val, 3794, count, 2
val, 3783, count, 1
val, 3764, count, 1
val, 3753, count, 1
val, 3733, count, 1
val, 3718, count, 1
val, 3699, count, 1
val, 3694, count, 1
val, 3690, count, 1
val, 3679, count, 1
val, 3674, count, 1
val, 3635, count, 1
val, 3618, count, 1
val, 3610, count, 1
val, 3609, count, 1
val, 3567, count, 1
val, 3548, count, 1
val, 3543, count, 1
val, 3529, count, 1
val, 3528, count, 1
val, 3514, count, 1
val, 3498, count, 1
val, 3491, count, 1
val, 3480, count, 1
val, 3471, count, 1
val, 3453, count, 1
val, 3409, count, 1
val, 3405, count, 1
val, 3388, count, 1
val, 3387, count, 1
val, 3380, count, 1
val, 3368, count, 1
val, 3356, count, 1
val, 3353, count, 1
val, 3344, count, 1
val, 3315, count, 2
val, 3295, count, 1
val, 3293, count, 1
val, 3278, count, 1
val, 3265, count, 1
val, 3253, count, 1
val, 3244, count, 1
val, 3234, count, 1
val, 3224, count, 1
val, 3223, count, 1
val, 3198, count, 1
val, 3179, count, 1
val, 3178, count, 1
val, 3173, count, 1
val, 3158, count, 1
val, 3136, count, 2
val, 3112, count, 1
val, 3111, count, 1
val, 3093, count, 1
val, 3062, count, 1
val, 3058, count, 1
val, 3056, count, 1
val, 3027, count, 1
val, 3022, count, 2
val, 2972, count, 1
val, 2967, count, 1
val, 2957, count, 1
val, 2952, count, 1
val, 2948, count, 1
val, 2927, count, 1
val, 2923, count, 1
val, 2920, count, 1
val, 2895, count, 1
val, 2889, count, 1
val, 2884, count, 1
val, 2879, count, 1
val, 2878, count, 1
val, 2873, count, 1
val, 2858, count, 1
val, 2843, count, 1
val, 2842, count, 1
val, 2839, count, 1
val, 2827, count, 1
val, 2824, count, 1
val, 2822, count, 1
val, 2821, count, 1
val, 2820, count, 1
val, 2806, count, 1
val, 2802, count, 1
val, 2789, count, 1
val, 2766, count, 1
val, 2761, count, 1
val, 2757, count, 1
val, 2748, count, 1
val, 2742, count, 1
val, 2720, count, 1
val, 2697, count, 1
val, 2667, count, 2
val, 2660, count, 1
val, 2659, count, 1
val, 2656, count, 1
val, 2648, count, 1
val, 2639, count, 1
val, 2637, count, 1
val, 2618, count, 1
val, 2603, count, 1
val, 2593, count, 1
val, 2589, count, 1
val, 2588, count, 2
val, 2586, count, 1
val, 2578, count, 1
val, 2560, count, 1
val, 2558, count, 1
val, 2547, count, 1
val, 2540, count, 1
val, 2524, count, 1
val, 2523, count, 1
val, 2493, count, 1
val, 2486, count, 1
val, 2485, count, 1
val, 2473, count, 1
val, 2471, count, 2
val, 2465, count, 2
val, 2453, count, 1
val, 2451, count, 1
val, 2445, count, 1
val, 2442, count, 1
val, 2440, count, 1
val, 2436, count, 1
val, 2418, count, 1
val, 2396, count, 1
val, 2395, count, 1
val, 2362, count, 1
val, 2352, count, 1
val, 2351, count, 2
val, 2349, count, 1
val, 2338, count, 1
val, 2326, count, 1
val, 2308, count, 1
val, 2305, count, 1
val, 2304, count, 1
val, 2299, count, 1
val, 2290, count, 1
val, 2285, count, 1
val, 2278, count, 2
val, 2267, count, 1
val, 2251, count, 1
val, 2248, count, 1
val, 2246, count, 1
val, 2238, count, 1
val, 2228, count, 2
val, 2224, count, 1
val, 2209, count, 1
val, 2206, count, 1
val, 2205, count, 2
val, 2204, count, 1
val, 2200, count, 1
val, 2190, count, 1
val, 2180, count, 1
val, 2171, count, 1
val, 2154, count, 1
val, 2145, count, 1
val, 2144, count, 1
val, 2138, count, 1
val, 2137, count, 2
val, 2135, count, 1
val, 2132, count, 1
val, 2126, count, 1
val, 2125, count, 1
val, 2121, count, 1
val, 2117, count, 1
val, 2115, count, 1
val, 2109, count, 1
val, 2103, count, 1
val, 2100, count, 1
val, 2097, count, 1
val, 2096, count, 1
val, 2091, count, 1
val, 2090, count, 1
val, 2080, count, 1
val, 2059, count, 1
val, 2056, count, 1
val, 2049, count, 1
val, 2048, count, 2
val, 2046, count, 1
val, 2045, count, 1
val, 2039, count, 1
val, 2034, count, 1
val, 2021, count, 1
val, 2009, count, 1
val, 2007, count, 1
val, 2005, count, 1
val, 2002, count, 1
val, 2001, count, 1
val, 1998, count, 1
val, 1975, count, 1
val, 1973, count, 1
val, 1971, count, 1
val, 1970, count, 1
val, 1967, count, 1
val, 1964, count, 1
val, 1962, count, 1
val, 1958, count, 1
val, 1952, count, 1
val, 1950, count, 1
val, 1945, count, 1
val, 1938, count, 1
val, 1937, count, 1
val, 1932, count, 1
val, 1930, count, 1
val, 1922, count, 1
val, 1920, count, 1
val, 1916, count, 1
val, 1914, count, 1
val, 1910, count, 1
val, 1904, count, 1
val, 1896, count, 1
val, 1892, count, 1
val, 1891, count, 1
val, 1880, count, 1
val, 1878, count, 1
val, 1868, count, 1
val, 1867, count, 1
val, 1865, count, 1
val, 1859, count, 1
val, 1858, count, 1
val, 1854, count, 1
val, 1851, count, 1
val, 1837, count, 1
val, 1835, count, 1
val, 1831, count, 1
val, 1828, count, 1
val, 1825, count, 1
val, 1824, count, 1
val, 1819, count, 1
val, 1815, count, 2
val, 1804, count, 1
val, 1801, count, 2
val, 1793, count, 2
val, 1792, count, 1
val, 1789, count, 1
val, 1783, count, 1
val, 1781, count, 1
val, 1779, count, 1
val, 1775, count, 1
val, 1773, count, 1
val, 1767, count, 1
val, 1764, count, 1
val, 1762, count, 1
val, 1759, count, 1
val, 1756, count, 1
val, 1754, count, 1
val, 1749, count, 1
val, 1747, count, 1
val, 1743, count, 1
val, 1741, count, 1
val, 1736, count, 1
val, 1732, count, 1
val, 1728, count, 1
val, 1723, count, 2
val, 1716, count, 1
val, 1711, count, 1
val, 1710, count, 1
val, 1700, count, 1
val, 1698, count, 1
val, 1691, count, 2
val, 1690, count, 1
val, 1684, count, 1
val, 1676, count, 1
val, 1672, count, 1
val, 1666, count, 3
val, 1664, count, 2
val, 1656, count, 1
val, 1647, count, 1
val, 1643, count, 1
val, 1637, count, 1
val, 1634, count, 1
val, 1633, count, 1
val, 1624, count, 1
val, 1623, count, 1
val, 1622, count, 1
val, 1616, count, 1
val, 1614, count, 1
val, 1612, count, 1
val, 1610, count, 1
val, 1609, count, 1
val, 1607, count, 1
val, 1605, count, 1
val, 1603, count, 2
val, 1595, count, 1
val, 1588, count, 2
val, 1587, count, 1
val, 1586, count, 2
val, 1577, count, 3
val, 1575, count, 1
val, 1574, count, 1
val, 1570, count, 2
val, 1564, count, 1
val, 1561, count, 1
val, 1556, count, 1
val, 1554, count, 1
val, 1551, count, 2
val, 1550, count, 1
val, 1548, count, 1
val, 1541, count, 1
val, 1540, count, 1
val, 1538, count, 1
val, 1537, count, 1
val, 1536, count, 1
val, 1534, count, 1
val, 1528, count, 1
val, 1525, count, 1
val, 1521, count, 1
val, 1517, count, 1
val, 1515, count, 1
val, 1508, count, 1
val, 1507, count, 1
val, 1505, count, 1
val, 1502, count, 1
val, 1500, count, 1
val, 1496, count, 2
val, 1490, count, 1
val, 1487, count, 1
val, 1482, count, 1
val, 1477, count, 1
val, 1474, count, 1
val, 1468, count, 1
val, 1467, count, 1
val, 1464, count, 1
val, 1463, count, 1
val, 1459, count, 1
val, 1458, count, 1
val, 1456, count, 1
val, 1451, count, 1
val, 1450, count, 1
val, 1439, count, 1
val, 1438, count, 1
val, 1435, count, 1
val, 1432, count, 1
val, 1427, count, 1
val, 1421, count, 1
val, 1417, count, 1
val, 1416, count, 1
val, 1414, count, 1
val, 1413, count, 2
val, 1411, count, 2
val, 1407, count, 3
val, 1403, count, 1
val, 1397, count, 1
val, 1394, count, 1
val, 1387, count, 2
val, 1384, count, 1
val, 1379, count, 1
val, 1372, count, 1
val, 1370, count, 1
val, 1369, count, 1
val, 1363, count, 1
val, 1362, count, 1
val, 1358, count, 2
val, 1356, count, 1
val, 1355, count, 1
val, 1351, count, 2
val, 1350, count, 1
val, 1349, count, 1
val, 1340, count, 1
val, 1334, count, 1
val, 1328, count, 1
val, 1327, count, 1
val, 1325, count, 3
val, 1324, count, 1
val, 1322, count, 1
val, 1319, count, 2
val, 1315, count, 1
val, 1311, count, 1
val, 1307, count, 1
val, 1304, count, 1
val, 1302, count, 1
val, 1296, count, 1
val, 1293, count, 1
val, 1292, count, 1
val, 1291, count, 1
val, 1289, count, 1
val, 1280, count, 2
val, 1277, count, 1
val, 1276, count, 1
val, 1274, count, 1
val, 1269, count, 1
val, 1267, count, 2
val, 1262, count, 1
val, 1259, count, 1
val, 1257, count, 1
val, 1256, count, 1
val, 1254, count, 1
val, 1253, count, 2
val, 1252, count, 1
val, 1250, count, 2
val, 1247, count, 1
val, 1245, count, 1
val, 1244, count, 1
val, 1243, count, 2
val, 1241, count, 2
val, 1239, count, 1
val, 1237, count, 1
val, 1236, count, 1
val, 1229, count, 1
val, 1225, count, 1
val, 1223, count, 2
val, 1222, count, 1
val, 1221, count, 1
val, 1220, count, 1
val, 1213, count, 1
val, 1212, count, 1
val, 1209, count, 1
val, 1208, count, 1
val, 1207, count, 1
val, 1206, count, 2
val, 1205, count, 2
val, 1204, count, 1
val, 1203, count, 1
val, 1201, count, 1
val, 1200, count, 1
val, 1197, count, 1
val, 1196, count, 1
val, 1195, count, 2
val, 1194, count, 1
val, 1192, count, 2
val, 1190, count, 2
val, 1188, count, 1
val, 1182, count, 1
val, 1180, count, 1
val, 1178, count, 1
val, 1175, count, 1
val, 1171, count, 1
val, 1168, count, 3
val, 1167, count, 2
val, 1166, count, 1
val, 1163, count, 1
val, 1162, count, 1
val, 1160, count, 3
val, 1159, count, 2
val, 1155, count, 1
val, 1152, count, 1
val, 1148, count, 2
val, 1147, count, 1
val, 1145, count, 1
val, 1143, count, 1
val, 1142, count, 1
val, 1140, count, 1
val, 1136, count, 1
val, 1135, count, 1
val, 1133, count, 1
val, 1132, count, 1
val, 1131, count, 1
val, 1128, count, 1
val, 1126, count, 1
val, 1121, count, 1
val, 1120, count, 1
val, 1118, count, 2
val, 1113, count, 1
val, 1112, count, 1
val, 1110, count, 1
val, 1109, count, 1
val, 1108, count, 1
val, 1107, count, 1
val, 1104, count, 1
val, 1103, count, 1
val, 1102, count, 1
val, 1101, count, 1
val, 1100, count, 3
val, 1093, count, 3
val, 1092, count, 1
val, 1091, count, 1
val, 1090, count, 2
val, 1085, count, 2
val, 1084, count, 1
val, 1081, count, 1
val, 1080, count, 4
val, 1078, count, 2
val, 1077, count, 1
val, 1069, count, 2
val, 1068, count, 1
val, 1065, count, 1
val, 1061, count, 1
val, 1059, count, 2
val, 1058, count, 1
val, 1056, count, 1
val, 1055, count, 1
val, 1053, count, 2
val, 1052, count, 2
val, 1051, count, 1
val, 1049, count, 3
val, 1047, count, 2
val, 1044, count, 1
val, 1043, count, 1
val, 1038, count, 1
val, 1037, count, 1
val, 1033, count, 1
val, 1032, count, 1
val, 1030, count, 2
val, 1029, count, 1
val, 1025, count, 1
val, 1022, count, 1
val, 1020, count, 1
val, 1018, count, 1
val, 1017, count, 1
val, 1015, count, 2
val, 1014, count, 1
val, 1013, count, 2
val, 1010, count, 1
val, 1007, count, 1
val, 1006, count, 2
val, 1000, count, 1
val, 999, count, 1
val, 998, count, 3
val, 995, count, 1
val, 994, count, 2
val, 991, count, 1
val, 988, count, 2
val, 986, count, 1
val, 984, count, 1
val, 982, count, 1
val, 981, count, 1
val, 980, count, 2
val, 979, count, 3
val, 978, count, 2
val, 976, count, 1
val, 975, count, 1
val, 974, count, 1
val, 973, count, 1
val, 972, count, 1
val, 971, count, 1
val, 969, count, 1
val, 967, count, 1
val, 965, count, 1
val, 962, count, 1
val, 959, count, 2
val, 952, count, 1
val, 951, count, 2
val, 949, count, 1
val, 948, count, 1
val, 947, count, 1
val, 945, count, 3
val, 943, count, 1
val, 941, count, 3
val, 940, count, 1
val, 937, count, 2
val, 936, count, 1
